Turkish Common

como - olarak - as, no hint
DespuÃ©s - sonra - after, no hint
Anterior - geri - back, no hint
es menor que - küçük - little, no hint
solamente - sadece - only, no hint
redondo - yuvarlak - round, no hint
Adán - adam - man, no hint
aÃ±os - yıl - year, no hint
vino - geldi - came, no hint
show - gösterisi - show, no hint
Buscar - her - every, no hint
bien - iyi - good, no hint
a mi - bana - me, no hint
dar - vermek - give, no hint
nos - bizim - our, no hint
bajo - altında - under, no hint
Nombre - adı - name, no hint
muchas - çok - very, no hint
con - ile - through, no hint
solamente - sadece - just, no hint
formar - formu - form, no hint
frase - cümle - sentence, no hint
Limpiar - büyük - great, no hint
fraguar - düşünmek - think, no hint
representar - demek - say, no hint
ayuda - yardım - help, no hint
baja - düşük - low, no hint
Sombrero - hat - line, no hint
diferente de - farklı - differ, no hint
regreso - dönüş - turn, no hint
porqué - neden - cause, no hint
muchas - çok - much, no hint
Entonces - Yani - mean, no hint
Anterior - önce - before, no hint
movimiento - hareket - move, no hint
derecha - sağ - right, no hint
NIÑO - çocuk - boy, no hint
ANTIGUO - eski - old, no hint
muchas - çok - too, no hint
Mismo - aynı - same, no hint
ese - diye - she, no hint
Todas - tüm - all, no hint
allí - orada - there, no hint
hora - zaman - when, no hint
arriba - yukarı - up, no hint
Uso - Kullanım - use, no hint
tu - senin - your, no hint
calle - yol - way, no hint
Acerca de... - hakkında - about, no hint
Lotes - birçok - many, no hint
lo / eso - o - zaman, no hint
ellos - onları - them, no hint
escribir - yazmak - write, no hint
haría - would - would, no hint
me gusta - gibi - like, no hint
esta - bu - yüzden, no hint
esta - bu - these, no hint
le - onu - her, no hint
extenso - uzun - long, no hint
actuar - yapmak - make, no hint
asunto - şey - thing, no hint
ver - görmek - see, no hint
le - onu - him, no hint
dos - iki - two, no hint
si existe - var - has, no hint
Aspecto - bak - look, no hint
más - daha - fazla, no hint
dias - gün - day, no hint
Puede ser. - olabilir - could, no hint
ir - gitmek - go, no hint
GEL - gel - come, no hint
yo hice - yaptım - did, no hint
su numero - numarası - number, no hint
audio - ses - sound, no hint
No - hayır - no, no hint
ancho - en - most, no hint
Personas - insanlar - people, no hint
Soy yo. - benim - my, no hint
sobre - üzerinde - over, no hint
saber - bilmek - know, no hint
agua - su - water, no hint
más - daha - than, no hint
Llamada - çağrı - call, no hint
& Primera - ilk - first, no hint
quién - kim - who, no hint
May - mayis - may, no hint
abajo - aşağı - down, no hint
lado - yan - side, no hint
ocurrió - oldu - been, no hint
Ahora - Şimdi - now, no hint
descubrir - bulmak - find, no hint
cabeza - kafa - head, no hint
estar - standı - stand, no hint
mismo - kendi - own, no hint
hoja - sayfa - page, no hint
debe - gerekir - should, no hint
estado - ülke - country, no hint
encontrados - bulundu - found, no hint
respuesta - cevap - answer, no hint
colegio - okul - school, no hint
crecer - büyümek - grow, no hint
Practicar - çalışma - study, no hint
todavía - hala - still, no hint
aprender - öğrenmek - learn, no hint
flora - bitki - plant, no hint
pantalla - kapak - cover, no hint
Alimentos - gıda - food, no hint
sol - güneş - sun, no hint
cuatro - dört - four, no hint
entre - arasında - between, no hint
estado - devlet - state, no hint
aguantar - tutmak - keep, no hint
ojo - göz - eye, no hint
nunca - asla - never, no hint
cabo - son - last, no hint
dejar - let - let, no hint
Pensante - düşünce - thought, no hint
Ciudad - Şehir - city, no hint
árbol - ağaç - tree, no hint
Cruz - çapraz - cross, no hint
cortijo - çiftlik - farm, no hint
duro - sert - hard, no hint
comienzo - başlangıç - start, no hint
Puede ser. - olabilir - might, no hint
historia - hikaye - story, no hint
Saw - testere - saw, no hint
como - kadar - far, no hint
yilmar - deniz - sea, no hint
delinear - çizmek - draw, no hint
izquierda - sol - left, no hint
pasar - geç - late, no hint
correr - run - run, no hint
hipocresía - yapamaz - don’t, no hint
ciclo - süre - while, no hint
Prensa - basın - press, no hint
cercano - yakın - close, no hint
noche - gece - night, no hint
existente - gerçek - real, no hint
Vida - hayat - life, no hint
pocos - az - few, no hint
Norte - kuzey - north, no hint
ejemplar - kitap - book, no hint
cargar - taşımak - carry, no hint
tomó - aldı - took, no hint
ciencia - bilim - science, no hint
comer - yemek - eat, no hint
cuarto - oda - room, no hint
su amigo - arkadaşı - friend, no hint
Iniciada - başladı - began, no hint
concepción - fikir - idea, no hint
peces - balık - fish, no hint
montaña - dağ - mountain, no hint
Detener - dur - stop, no hint
uno - bir - kez, no hint
base - baz - base, no hint
oír - duymak - hear, no hint
caballo - at - horse, no hint
sector - kesim - cut, no hint
cierto - emin - sure, no hint
Continuar - izle - watch, no hint
color - renk - color, no hint
cara - yüz - face, no hint
de madera - ahşap - wood, no hint
básico - ana - main, no hint
encendido - açık - open, no hint
parecer - görünmek - seem, no hint
juntos - birlikte - together, no hint
siguiente - sonraki - next, no hint
blanco - beyaz - white, no hint
NIÑO - çocuk - children, no hint
iniciar - başla - begin, no hint
si existe - var - got, no hint
caminar - yürümek - walk, no hint
EJMPLAR - örnek - example, no hint
facilidad de - kolaylığı - ease, no hint
papel - kâğıt - paper, no hint
agrupar - grup - group, no hint
Buscar - her - zaman, no hint
música - müzik - music, no hint
esta - bu - those, no hint
Buscar - her - ikisi, no hint
firmar - işareti - mark, no hint
elegante - sık - sık, no hint
carta - mektup - letter, no hint
como - kadar - until, no hint
Kilómetro - kilometre - mile, no hint
río - nehir - river, no hint
Vagón - araba - car, no hint
pies - ayaklar - feet, no hint
bakım. - bakım - care, no hint
segundo - ikinci - second, no hint
Suficiente - yeterli - enough, no hint
plano - düz - plain, no hint
Puzzle Mania Ra - kız - girl, no hint
usual - olağan - usual, no hint
joven - genç - young, no hint
incluido - hazır - ready, no hint
encima - yukarıdaki - above, no hint
nunca - hiç - ever, no hint
rojizo - kırmızı - red, no hint
lista - listesi - list, no hint
aunque - olsa - though, no hint
experimentar - hissetmek - feel, no hint
debate - tartışma - talk, no hint
ave - kuş - bird, no hint
pronto - yakında - soon, no hint
Cuerpo - vücut - body, no hint
perro - köpek - dog, no hint
casa - aile - family, no hint
directa - doğrudan - direct, no hint
Pose - poz - pose, no hint
salir - bırakın - leave, no hint
canción - şarkı - song, no hint
medir - ölçmek - measure, no hint
hoja - kapı - door, no hint
producto - ürün - product, no hint
negro - siyah - black, no hint
breve - kısa - short, no hint
dígitos - rakam - numeral, no hint
Clase - sınıf - class, no hint
Viento - rüzgar - wind, no hint
pregunta - soru - question, no hint
sería - olur - happen, no hint
completar - komple - complete, no hint
barco - gemi - ship, no hint
area - alan - area, no hint
A medias - yarım - half, no hint
piedra - kaya - rock, no hint
orden - sipariş - order, no hint
fuego - yangın - fire, no hint
sur - güney - south, no hint
Problema - sorun - problem, no hint
pedazo - parça - piece, no hint
dicho - söyledi - told, no hint
él sabía - biliyordu - knew, no hint
pasar - geçmek - pass, no hint
ya que - beri - since, no hint
superior - üst - top, no hint
completo - bütün - whole, no hint
monarca - kral - king, no hint
CALLE - sokak - street, no hint
pulgada - inch - inch, no hint
bache - çarpmak - multiply, no hint
No - hiçbir - şey, no hint
clase - ders - course, no hint
conservar - kalmak - stay, no hint
rueda - tekerlek - wheel, no hint
completa - tam - full, no hint
fuerza - kuvvet - force, no hint
azul - mavi - blue, no hint
objeto - nesne - object, no hint
RESOLUCIÓN - karar - vermek, no hint
superficie - yüzey - surface, no hint
Profundo - derin - deep, no hint
mes(es) - ay - moon, no hint
MANZANA - ada - island, no hint
pie - ayak - foot, no hint
Sistema - sistem - system, no hint
Ocupado - meşgul - busy, no hint
Prueba - Test - test, no hint
Grabación - kayıt - record, no hint
Barco - tekne - boat, no hint
común - ortak - common, no hint
dorado - altın - gold, no hint
posible - mümkün - possible, no hint
plano - düzlem - plane, no hint
de alguien más - başkasının - yeri, no hint
seco - kuru - dry, no hint
preguntarse - acaba - wonder, no hint
reír - gülmek - laugh, no hint
mil - bin - thousand, no hint
Anterior - önce - ago, no hint
el corrió - koştu - ran, no hint
Control - kontrol - check, no hint
juego - oyunu - game, no hint
& Guardar - şekil - shape, no hint
Igual a - eşit - equate, no hint
acalorado - sıcak - hot, no hint
Me perdí - özledim - miss, no hint
trajo - getirdi - brought, no hint
calor - ısı - heat, no hint
nieve - kar - snow, no hint
neumático - lastik - tire, no hint
traer - getirmek - bring, no hint
¿Qué estás haciendo ahora - evet - yes, no hint
remoto - uzak - distant, no hint
llenar - doldurun - fill, no hint
este - doğu - east, no hint
color - boya - paint, no hint
decir - dil - language, no hint
entre - arasında - among, no hint
unidad - ünitesi - unit, no hint
energía - güç - power, no hint
pueblo - kasaba - town, no hint
delgado - ince - fine, no hint
determinado - belirli - certain, no hint
volar - uçmak - fly, no hint
caer - düşmek - fall, no hint
plomo - kurşun - lead, no hint
llorar - ağlamak - cry, no hint
misterioso - karanlık - dark, no hint
máquina - makine - machine, no hint
Nota - notu - note, no hint
Espere .. - bekleyin - wait, no hint
plan - planı - plan, no hint
dígitos - rakam - figure, no hint
estrella - yıldız - star, no hint
caja - kutu - box, no hint
yo - i - noun, no hint
area - alan - field, no hint
descanso - gerisi - rest, no hint
correcto - doğru - correct, no hint
talentoso - yetenekli - able, no hint
libra - kiloluk - pound, no hint
Terminado - bitti - done, no hint
Belleza - güzellik - beauty, no hint
Unidad - sürücü - drive, no hint
Detenido - durdu - stood, no hint
Contiene - içeren - contain, no hint
frontal - ön - front, no hint
enseñar - öğretmek - teach, no hint
semana - hafta - week, no hint
final - nihai - final, no hint
Giuseppe Verdi - verdi - gave, no hint
verde - yeşil - green, no hint
Oh - oh - oh, no hint
expreso - hızlı - quick, no hint
desarrollar - geliştirmek - develop, no hint
Océano - okyanus - ocean, no hint
acalorado - sıcak - warm, no hint
gratis - ücretsiz - free, no hint
minuto - dakika - minute, no hint
capaz - güçlü - strong, no hint
Personalizado - özel - special, no hint
mente - zihin - mind, no hint
detrás - arkasında - behind, no hint
encendido - açık - clear, no hint
cola - kuyruk - tail, no hint
crear - üretmek - produce, no hint
existente - gerçek - fact, no hint
espacio - uzay - space, no hint
he oído - duydum - heard, no hint
ancho - en - iyi, no hint
hora - saat - hour, no hint
más - daha - iyi, no hint
existente - gerçek - true, no hint
En orden - sırasında - during, no hint
cara - yüz - hundred, no hint
Cinco - beş - five, no hint
recuerdo - hatırlıyorum - remember, no hint
step - adım - step, no hint
temprano - erken - early, no hint
tabaco - tutun - hold, no hint
oeste - batı - west, no hint
zemin… - zemin - ground, no hint
interés - faiz - interest, no hint
alcanzar - ulaşmak - reach, no hint
expreso - hızlı - fast, no hint
acción - fiil - verb, no hint
canción - şarkı - söylemek, no hint
Escuchar a - dinle - listen, no hint
seis - altı - six, no hint
tabla - tablo - table, no hint
Viajes - seyahat - travel, no hint
más - daha - az, no hint
Alkhyr en la mañana - sabah - morning, no hint
diez - on - ten, no hint
simple - basit - simple, no hint
varios - birkaç - several, no hint
Vocal - ünlü - vowel, no hint
correcto - doğru - toward, no hint
Guerra - savaş - war, no hint
poner - koymak - lay, no hint
en contra - karşı - against, no hint
textura - desen - pattern, no hint
lento - yavaş - slow, no hint
Markazi - merkezi - center, no hint
amor - aşk - love, no hint
Compañero - kişi - person, no hint
dinero - para - money, no hint
servicio - hizmet - serve, no hint
visible - görünür - appear, no hint
calle - yol - road, no hint
carta - harita - map, no hint
lluvia - yağmur - rain, no hint
norma - kural - rule, no hint
Administración - idare - govern, no hint
CHEQUE - Çek - pull, no hint
frío - soğuk - cold, no hint
noticias - haber - notice, no hint
audio - ses - voice, no hint
energía - enerji - energy, no hint
cazar - avı - hunt, no hint
eventual - muhtemel - probable, no hint
cama - yatak - bed, no hint
hermana - kardeş - brother, no hint
huevo - yumurta - egg, no hint
subir a - binmek - ride, no hint
celda - hücre - cell, no hint
Yo creo - inanıyorum - believe, no hint
quizás - belki - perhaps, no hint
coger - seçmek - pick, no hint
repentino - ani - sudden, no hint
considerar - saymak - count, no hint
cuadrado - kare - square, no hint
porqué - neden - reason, no hint
duración - uzunluk - length, no hint
Representación - temsil - represent, no hint
arte - sanat - art, no hint
asunto - konu - subject, no hint
Región - bölge - region, no hint
dimensión - boyut - size, no hint
alterar - değiştirmek - vary, no hint
establecerse - yerleşmek - settle, no hint
conversar - konuşmak - speak, no hint
peso - ağırlık - weight, no hint
general - genel - general, no hint
hielo - buz - ice, no hint
materia - madde - matter, no hint
DEPARTAMENTO - daire - circle, no hint
par - çifti - pair, no hint
incluso - dahil - include, no hint
dividir - bölmek - divide, no hint
Sílaba - hece - syllable, no hint
Fieltro - keçe - felt, no hint
Limpiar - büyük - grand, no hint
balón - top - ball, no hint
todavía - henüz - yet, no hint
ola - dalga - wave, no hint
salir - bırakın - drop, no hint
corazón - kalp - heart, no hint
escucho - duyuyorum - am, no hint
Actual - mevcut - present, no hint
pesado - ağır - heavy, no hint
Danza - dans - dance, no hint
MOTOR - motor - engine, no hint
posición - pozisyon - position, no hint
brazo - kol - arm, no hint
amplio - geniş - wide, no hint
vela - yelken - sail, no hint
material - materyal - material, no hint
Quebrado - kesir - fraction, no hint
bosque - orman - forest, no hint
sentar - oturmak - sit, no hint
Racing - yarış - race, no hint
ventana - penceresi - window, no hint
almacén - mağaza - store, no hint
verano - yaz - summer, no hint
ferrocarril - tren - train, no hint
sueño - uyku - sleep, no hint
mostrar - kanıtlamak - prove, no hint
solitario - yalnız - lone, no hint
pierna - bacak - leg, no hint
ejercicio - egzersiz - exercise, no hint
muro - duvar - wall, no hint
Catch - catch - catch, no hint
montaña - dağ - mount, no hint
deseo - dilek - wish, no hint
cielo - gökyüzü - sky, no hint
instalado - kurulu - board, no hint
Alegría - sevinç - joy, no hint
invierno - kış - winter, no hint
Sab - Cts - sat, no hint
Escrito - yazılı - written, no hint
salvaje - vahşi - wild, no hint
instrumento - enstrüman - instrument, no hint
mantenido - tuttu - kept, no hint
vidrio - cam - glass, no hint
césped - çim - grass, no hint
vaca - inek - cow, no hint
acción - iş - job, no hint
arista - kenar - edge, no hint
firmar - işareti - sign, no hint
visitar - ziyareti - visit, no hint
pasado - geçmiş - past, no hint
suave - yumuşak - soft, no hint
Divertidas - eğlenceli - fun, no hint
brillante - parlak - bright, no hint
Gas - gaz - gas, no hint
aire - hava - weather, no hint
mes(es) - ay - month, no hint
millón - milyon - million, no hint
Ursidae - ayı - bear, no hint
completar - bitirmek - finish, no hint
alegre - mutlu - happy, no hint
esperanza - umut - hope, no hint
Flor - çiçek - flower, no hint
vestirse - giydirmek - clothe, no hint
insólito - garip - strange, no hint
ido - gitti - gone, no hint
comerciar - ticaret - trade, no hint
melodía - melodi - melody, no hint
Viajes - gezi - trip, no hint
Oficinista - ofis - office, no hint
aceptar - almak - receive, no hint
Línea - satır - row, no hint
boca - ağız - mouth, no hint
completa - tam - exact, no hint
Símbolo - sembol - symbol, no hint
expirar - ölmek - die, no hint
ancho - en - az, no hint
Problema - sorun - trouble, no hint
gritar - bağırmak - shout, no hint
excepto - hariç - except, no hint
Escribió - yazdı - wrote, no hint
pepita - tohum - seed, no hint
Sonido - sesi - tone, no hint
unirse - katılmak - join, no hint
aconsejar - önermek - suggest, no hint
limpio - temiz - clean, no hint
descanso - molası - break, no hint
dama - bayan - lady, no hint
patio - avlu - yard, no hint
se levantará - yükselecek - rise, no hint
malo - kötü - bad, no hint
golpe - darbe - blow, no hint
petróleo - yağ - oil, no hint
sangre - kan - blood, no hint
No tocar - dokunma - touch, no hint
ha crecido - büyüdü - grew, no hint
por ciento - yüzde - cent, no hint
confundir - karıştırmak - mix, no hint
equipo - takım - team, no hint
Teléfono - tel - wire, no hint
costo - maliyet - cost, no hint
perdió - kaybetti - lost, no hint
marrón - kahverengi - brown, no hint
usar - giymek - wear, no hint
jardín - bahçe - garden, no hint
Igual a - eşit - equal, no hint
expedido - gönderildi - sent, no hint
selección - seçim - choose, no hint
cayó - düştü - fell, no hint
apropiado - uygun - fit, no hint
fluir - akış - flow, no hint
justa - adil - fair, no hint
banco - banka - bank, no hint
recoger - toplamak - collect, no hint
grabar - kaydetmek - save, no hint
controlar - kontrolü - control, no hint
Decimal - ondalık - decimal, no hint
oído - kulak - ear, no hint
otro - başka - else, no hint
bastante - oldukça - quite, no hint
rompió - kırdı - broke, no hint
caso - dava - case, no hint
Regular - orta - middle, no hint
matar - öldürmek - kill, no hint
Hijo&#x0D; - oğlu - son, no hint
lago - göl - lake, no hint
instante - an - moment, no hint
escala - ölçek - scale, no hint
alta - yüksek - sesle, no hint
primavera - bahar - spring, no hint
para observar - gözlemlemek - observe, no hint
NIÑO - çocuk - child, no hint
plano - düz - straight, no hint
consonante - ünsüz - consonant, no hint
nación - ulus - nation, no hint
Diccionario - Sözlük - dictionary, no hint
Leche - süt - milk, no hint
velocidad - hız - speed, no hint
método - yöntem - method, no hint
Órgano - Organ - organ, no hint
pago - ödeme - pay, no hint
edad - yaş - age, no hint
chapter - bölüm - section, no hint
vestido - elbise - dress, no hint
nube - bulut - cloud, no hint
asombro - sürpriz - surprise, no hint
silencioso - sessiz - quiet, no hint
Piedra - taş - stone, no hint
minúsculo - küçücük - tiny, no hint
subida - tırmanış - climb, no hint
frio - serin - cool, no hint
Diseño - dizayn - design, no hint
malo - kötü - poor, no hint
muchas - çok - lot, no hint
Ensayista - deneme - experiment, no hint
inferior - alt - bottom, no hint
key - anahtar - key, no hint
hierro - demir - iron, no hint
solo - tek - single, no hint
bastón - sopa - stick, no hint
plano - düz - flat, no hint
veinte - yirmi - twenty, no hint
TOMO 54, - cilt - skin, no hint
sonreír - gülümseme - smile, no hint
arrugado - kırışık - crease, no hint
agujero - delik - hole, no hint
salto - atlama - jump, no hint
chaval - bebek - baby, no hint
ocho - sekiz - eight, no hint
pueblo - köy - village, no hint
reunirse - karşılamak - meet, no hint
root - kök - root, no hint
comprar - satın - buy, no hint
acosar - yükseltmek - raise, no hint
resolver - çözmek - solve, no hint
Metal - metal - metal, no hint
de todas formas - olsun - whether, no hint
eso - it - push, no hint
siete - yedi - seven, no hint
Párrafo - paragraf - paragraph, no hint
tercero - üçüncü - third, no hint
Deberá - Shall - shall, no hint
Popular - tutulan - held, no hint
pelo - saç - hair, no hint
definir - tanımlamak - describe, no hint
cocinero - aşçı - cook, no hint
zemin… - zemin - floor, no hint
ya sea - ya - da, no hint
conclusión - sonuç - result, no hint
quemar - yanmak - burn, no hint
colina - tepe - hill, no hint
ciertamente - güvenli - safe, no hint
gato - kedi - cat, no hint
siglo - yüzyıl - century, no hint
fraguar - düşünmek - consider, no hint
TIPO - tipi - type, no hint
Derecho - hukuk - law, no hint
bits - bit - bit, no hint
Costa - sahil - coast, no hint
duplicar - kopya - copy, no hint
la frase - ifade - phrase, no hint
silencioso - sessiz - silent, no hint
extenso - uzun - boylu, no hint
arena - kum - sand, no hint
algodón - toprak - soil, no hint
rodar - rulo - roll, no hint
Temperatura - sıcaklık - temperature, no hint
dedo - parmak - finger, no hint
industria - sanayi - industry, no hint
El valor de - değeri - value, no hint
lucha - kavga - fight, no hint
bola - yalan - lie, no hint
ganó - yendi - beat, no hint
excitar - heyecanlandırmak - excite, no hint
natural - doğal - natural, no hint
Vista - görünüm - view, no hint
Uds - sense - sense, no hint
capital - sermaye - capital, no hint
De ninguna manera - olmaz - won’t, no hint
silla - sandalye - chair, no hint
peligro - tehlike - danger, no hint
fruto - meyve - fruit, no hint
Rico - zengin - rich, no hint
negrita - kalın - thick, no hint
soldado - asker - soldier, no hint
Proceso - süreç - process, no hint
funcionar - işletmek - operate, no hint
aplicación - uygulama - practice, no hint
separado - ayrı - separate, no hint
Deir ez-Zor - zor - difficult, no hint
doctor - doktor - doctor, no hint
Por favor - lütfen - please, no hint
proteger - korumak - protect, no hint
mediodía - öğlen - noon, no hint
No recortar - kırpma - crop, no hint
contemporáneo - çağdaş - modern, no hint
Obrero - eleman - element, no hint
golpear - vurmak - hit, no hint
alumno - öğrenci - student, no hint
esquina - köşe - corner, no hint
Juerga - parti - party, no hint
RSS - besleme - supply, no hint
cuyo - kimin - whose, no hint
sitio - yerleştirmek - locate, no hint
anillo - halka - ring, no hint
personaje - karakter - character, no hint
insecto - böcek - insect, no hint
atrapado - yakalandı - caught, no hint
período - dönemi - period, no hint
muestra - göstermektedir - indicate, no hint
radio - radyo - radio, no hint
habló - konuştu - spoke, no hint
es el átomo - atomudur - atom, no hint
humano - insan - human, no hint
historia - geçmişi - history, no hint
el efecto de - etkisi - effect, no hint
electricidad - elektrik - electric, no hint
estamos esperando - bekliyoruz - expect, no hint
hueso - kemik - bone, no hint
ferrocarril - demiryolu - rail, no hint
sueño - hayal - imagine, no hint
proporcionar - sağlamak - provide, no hint
estoy de acuerdo - katılıyorum - agree, no hint
así - böylece - thus, no hint
tipo - nazik - gentle, no hint
mujer - kadın - woman, no hint
capitán - kaptan - captain, no hint
Yo creo que - sanırım - guess, no hint
necesario - gerekli - necessary, no hint
agudo - keskin - sharp, no hint
ala - kanat - wing, no hint
crear - oluşturmak - create, no hint
vecino - komşu - neighbor, no hint
Lavado - yıkama - wash, no hint
murciélago - yarasa - bat, no hint
en lugar - yerine - rather, no hint
lleno de gente - kalabalık - crowd, no hint
Egipto - mısır - corn, no hint
comparación - karşılaştırma - compare, no hint
poema - şiir - poem, no hint
cuerda - dize - string, no hint
Campana - çan - bell, no hint
conectado - bağlı - depend, no hint
carne - et - meat, no hint
fregar - ovmak - rub, no hint
tubo - tüp - tube, no hint
Vocal - ünlü - famous, no hint
dólar - dolar - dollar, no hint
fluir - akışı - stream, no hint
temor - korku - fear, no hint
opinión - görüş - sight, no hint
delgado - ince - thin, no hint
triángulo - üçgen - triangle, no hint
planeta - gezegen - planet, no hint
prisa - acele - hurry, no hint
Cabeza. - baş - chief, no hint
colonia - koloni - colony, no hint
hora - saat - clock, no hint
Mina terrestre - mayın - mine, no hint
Corbata - kravat - tie, no hint
entrar - girin - enter, no hint
Limpiar - büyük - major, no hint
Fresco - taze - fresh, no hint
llamada - arama - search, no hint
enviar - göndermek - send, no hint
amarillo - sarı - yellow, no hint
día - gun - gun, no hint
despedida - izin - allow, no hint
impresión - baskı - print, no hint
Muerte - ölü - dead, no hint
pt - nokta - spot, no hint
Desierto - çöl - desert, no hint
equipo - takım - elbise, no hint
corriente - akım - current, no hint
ascensor - asansör - lift, no hint
Rosa - gül - rose, no hint
llegar - varmak - arrive, no hint
hábil - usta - master, no hint
rastro - iz - track, no hint
madre - ebeveyn - parent, no hint
costa - kıyı - shore, no hint
división - bölünme - division, no hint
plato - levha - sheet, no hint
materia - madde - substance, no hint
bondad - iyilik - favor, no hint
conectar - bağlamak - connect, no hint
enviar- - sonrası - post, no hint
gastar - harcamak - spend, no hint
Acorde - akor - chord, no hint
gordo - şişman - fat, no hint
satisfecho - memnun - glad, no hint
Original - orijinal - original, no hint
parte de - payı - share, no hint
estación - istasyon - station, no hint
padre - baba - dad, no hint
pan de molde - ekmek - bread, no hint
carga - şarj - charge, no hint
apropiado - uygun - proper, no hint
bares - bar - bar, no hint
oferta - teklif - offer, no hint
segmento - segmenti - segment, no hint
esclavo - köle - slave, no hint
Pato - ördek - duck, no hint
instante - anlık - instant, no hint
mercado - pazar - market, no hint
grado de - derecesi - degree, no hint
abarrotar - doldurmak - populate, no hint
polluelo - civciv - chick, no hint
amor - sevgili - dear, no hint
enemigo - düşman - enemy, no hint
respuesta - cevap - reply, no hint
bebida - içki - drink, no hint
ocurrir - meydana - occur, no hint
Asistencia - destek - support, no hint
hablar - konuşma - speech, no hint
naturaleza - doğa - nature, no hint
rango - aralığı - range, no hint
humo - buhar - steam, no hint
movimiento - hareket - motion, no hint
calle - yol - path, no hint
líquido - sıvı - liquid, no hint
Log - log - log, no hint
representar - demek - meant, no hint
chapter - bölüm - quotient, no hint
dientes - dişler - teeth, no hint
Intérprete de órdenes - kabuk - shell, no hint
cuello - boyun - neck, no hint
Oxígeno - oksijen - oxygen, no hint
dulce - şeker - sugar, no hint
muerte - ölüm - death, no hint
hermosa - güzel - pretty, no hint
habilidad - beceri - skill, no hint
mujer - kadın - women, no hint
temporada - sezon - season, no hint
SOLUCION - çözüm - solution, no hint
imán - mıknatıs - magnet, no hint
plata - gümüş - silver, no hint
gracias - teşekkür - ederim, no hint
Oficina sucursal - şube - branch, no hint
partido - maç - match, no hint
Sufijo - sonek - suffix, no hint
especialmente - özellikle - especially, no hint
Higuera - incir - fig, no hint
asustado - korkuyor - afraid, no hint
Limpiar - büyük - huge, no hint
hermana - kardeş - sister, no hint
acero - çelik - steel, no hint
debatir - tartışmak - discuss, no hint
Siguiente - ileri - forward, no hint
como - benzer - similar, no hint
tutorial - kılavuz - guide, no hint
Experiencia - deneyim - experience, no hint
puntuación - puan - score, no hint
manzana - elma - apple, no hint
comprar - satın - aldı, no hint
abrió - açtı - led, no hint
tono - zift - pitch, no hint
chaqueta - ceket - coat, no hint
masa - kitle - mass, no hint
